Year,Team,Power 5 School,Placement,Seed,Berth type,Overall rank,Win Pct,SCR MAR,REB MAR,FG%,FT%,3FG%,OPP FG%,OPP 3FG%,AST/TO Ratio
2022,Murray St. (OVC),False,32.0,7.0,Auto,26.0,91.2,15.9,7.8,47.6,69.2,35.1,41.2,30.0,1.29
2022,Arizona (Pac-12),True,16.0,1.0,Auto,2.0,89.2,15.9,7.6,49.2,73.9,35.2,38.7,32.8,1.46
2022,Gonzaga (WCC),False,16.0,1.0,Auto,1.0,87.5,21.0,8.5,52.1,71.3,37.0,38.0,30.5,1.56
2022,South Dakota St. (Summit League),False,64.0,13.0,Auto,52.0,85.7,12.7,3.7,52.1,75.8,44.5,43.7,35.3,1.37
2022,Kansas (Big 12),True,1.0,1.0,Auto,3.0,85.0,11.0,4.8,47.8,71.7,36.1,40.6,29.8,1.27
2022,Houston (AAC),False,8.0,5.0,Auto,18.0,84.2,16.1,7.0,46.5,66.7,33.8,37.1,28.8,1.46
2022,Auburn (SEC),True,32.0,2.0,At-Large,5.0,82.4,11.0,3.9,43.5,73.1,31.8,38.6,31.0,1.22
2022,Vermont (America East),False,64.0,13.0,Auto,53.0,82.4,14.1,5.9,49.2,74.2,36.5,41.0,34.3,1.58
2022,Duke (ACC),True,4.0,2.0,At-Large,8.0,82.1,12.3,4.0,49.1,73.8,36.6,41.7,32.1,1.6
2022,Providence (Big East),False,16.0,4.0,At-Large,15.0,81.8,5.3,3.2,43.5,72.8,34.4,40.9,30.0,1.16
2022,Colorado St. (Mountain West),False,64.0,6.0,At-Large,24.0,80.6,7.4,-0.3,48.0,77.3,35.7,43.0,32.8,1.41
2022,Baylor (Big 12),True,32.0,1.0,At-Large,4.0,79.4,13.0,4.8,46.2,69.7,34.3,42.3,30.2,1.29
2022,Davidson (Atlantic 10),False,64.0,10.0,At-Large,40.0,79.4,9.5,3.1,48.1,75.4,38.7,41.9,33.4,1.5
2022,New Mexico St. (WAC),False,32.0,12.0,Auto,50.0,79.4,7.9,6.9,45.4,70.2,33.1,38.9,30.1,0.98
